issue_id,signal,canonical_card_id,canonical_card_version_id,note_guid,title,deck_path,current_tags,reviewer_decision,replacement_tags,reviewer_rationale
"deck_foot_missing_matching_specialty:157:63a3a140-7a04-4fa7-ba3c-0c74015b746f","deck_foot_missing_matching_specialty","63a3a140-7a04-4fa7-ba3c-0c74015b746f","e7292375-984b-4cf6-8b73-784a47e15cca","hU<RDM(k-N","What ligaments (5) make up the syndesmosis ? {{c1:: Anterior inferior tibiofibular ligament (AITFL) Posterior inferior…","Marty McFlyin's Ortho Deck::2) Pocket Pimped::13 Foot & Ankle::13.01 General Anatomy","SnapOrtho::Anatomy::Foot_Ankle | SnapOrtho::Anatomy::Foot_Ankle::Joints | SnapOrtho::Anatomy::Foot_Ankle::Joints::Syndesmosis","","",""
"deck_foot_missing_matching_specialty:158:ca3e77c0-3cd9-4de3-9b4e-7c73f3f7a6b3","deck_foot_missing_matching_specialty","ca3e77c0-3cd9-4de3-9b4e-7c73f3f7a6b3","a8fdc6bd-690d-49c0-be20-5966c2bd74b4","EFUMWVa]Pr","This is an example of a {{c1::medial::medial/lateral}} subtalar dislocation , and reduction can be blocked by {{c1::per…","Marty McFlyin's Ortho Deck::3) OrthoBullets::Trauma::Lower Extremity::Hindfoot::Subtalar Dislocations","SnapOrtho::Specialty::Trauma","","",""
"deck_foot_missing_matching_specialty:159:e74a8253-0b6f-4613-8004-3d6ae9def58d","deck_foot_missing_matching_specialty","e74a8253-0b6f-4613-8004-3d6ae9def58d","cc7e4d7b-3131-43ae-9763-0c53f77c1895","r_wzSWD1`p","What type of mechanism typically leads to Triplane and Tillaux fractures ? {{c1::External rotation force}}","Marty McFlyin's Ortho Deck::2) Pocket Pimped::14 Pediatrics::14.05 Lower Extremity::Ankle","SnapOrtho::Specialty::Trauma","","",""
"deck_foot_missing_matching_specialty:160:f53549ab-af42-4fa5-80d6-899c4e2aa0cc","deck_foot_missing_matching_specialty","f53549ab-af42-4fa5-80d6-899c4e2aa0cc","0edf64d0-e288-454d-9714-2fb8b31b50cc","p?$R3dWB*$","What is a Bosworth fracture-dislocation ? {{c1::Distal fibula fracture with a fixed posterior fibular dislocation}}","Marty McFlyin's Ortho Deck::2) Pocket Pimped::13 Foot & Ankle::13.02 Trauma::Ankle","SnapOrtho::Anatomy::Leg_Knee | SnapOrtho::Anatomy::Leg_Knee::Osteology | SnapOrtho::Anatomy::Leg_Knee::Osteology::Fibula | SnapOrtho::Specialty::Trauma","","",""
"deck_foot_missing_matching_specialty:161:b6aa9cd4-6821-41cc-b5d0-ae014bdfa5fb","deck_foot_missing_matching_specialty","b6aa9cd4-6821-41cc-b5d0-ae014bdfa5fb","82bd591c-d256-4160-a737-bf7152a8e9d2","GxmppJx{TY","What x-ray findings (3) suggest syndesmotic injury ? {{c1:: Decreased tibiofibular overlap Increased tibiofibular clear…","Marty McFlyin's Ortho Deck::2) Pocket Pimped::13 Foot & Ankle::13.02 Trauma::Ankle","SnapOrtho::Anatomy::Foot_Ankle | SnapOrtho::Anatomy::Foot_Ankle::Ligaments | SnapOrtho::Anatomy::Foot_Ankle::Ligaments::Deltoid_Ligament","","",""
"deck_foot_missing_matching_specialty:162:1b45c192-6369-48c8-8057-06e1454336f4","deck_foot_missing_matching_specialty","1b45c192-6369-48c8-8057-06e1454336f4","83bc4bfe-fa31-4a00-9771-471438bbb26e","Q./Y3+j;~/","What provocative maneuver can be performed in a patient with suspected peroneal tendon dislocation ? {{c1::Apprehension…","Marty McFlyin's Ortho Deck::2) Pocket Pimped::13 Foot & Ankle::13.03 Conditions::Peroneal Tendons","SnapOrtho::Specialty::Trauma","","",""
"deck_foot_missing_matching_specialty:163:dd8f8047-1a29-4b9c-bdcd-cdea936d2fe8","deck_foot_missing_matching_specialty","dd8f8047-1a29-4b9c-bdcd-cdea936d2fe8","18abbd16-24de-4e6c-b812-40bb96d50173","vq8ZzINTf+","Mechanism of injury of the following 5th MT base fractures : Zone 1: {{c1::Plantarflexion and hindfoot inversion}} Zone…","Marty McFlyin's Ortho Deck::3) OrthoBullets::Foot & Ankle::F&A Trauma::Mid & Forefoot Trauma::5th Metatarsal Base Fracture","SnapOrtho::Specialty::Trauma","","",""
"deck_foot_missing_matching_specialty:164:b9028aaa-11f4-49c8-90c8-e14d7373ecb6","deck_foot_missing_matching_specialty","b9028aaa-11f4-49c8-90c8-e14d7373ecb6","5f061c87-9ab3-419b-8eb7-4f6d6e27c46b","p9+F#Qb^Lr","Syndesmosis injury will present with {{c1::decreased::increased/decreased}} tibiofibular overlap and {{c1::increased::i…","Marty McFlyin's Ortho Deck::3) OrthoBullets::Foot & Ankle::F&A Trauma::Ankle Sprains::High Ankle Sprain & Syndesmosis Injury","SnapOrtho::Anatomy::Foot_Ankle | SnapOrtho::Anatomy::Foot_Ankle::Joints | SnapOrtho::Anatomy::Foot_Ankle::Joints::Syndesmosis","","",""
"deck_foot_missing_matching_specialty:165:8727c51c-a2c4-4010-85af-0a29c44630d1","deck_foot_missing_matching_specialty","8727c51c-a2c4-4010-85af-0a29c44630d1","e9cf2193-37d8-4a41-b4bf-6f3e4ecca8cd","v*S{|JSk!m","What are the four different deformities associated with clubfoot (talipes equinovarus)? {{c1:: C avus midfoot Forefoot…","Marty McFlyin's Ortho Deck::1) Netter's Concise Orthopaedic Anatomy::10 Foot/Ankle::10.16 Pediatric Disorders","SnapOrtho::Anatomy::Foot_Ankle | SnapOrtho::Anatomy::Foot_Ankle::Osteology | SnapOrtho::Anatomy::Foot_Ankle::Osteology::Midfoot","","",""
"deck_foot_missing_matching_specialty:166:40e28e9a-3dd6-405d-b07f-9a92ec74083d","deck_foot_missing_matching_specialty","40e28e9a-3dd6-405d-b07f-9a92ec74083d","c91dc655-d599-4008-8c55-fad978728418","vv=JG!Z2kl","How is the Cotton test performed ? {{c1::Fluoroscopic exam while pulling the fibula laterally}}","Marty McFlyin's Ortho Deck::2) Pocket Pimped::13 Foot & Ankle::13.02 Trauma::Ankle","SnapOrtho::Anatomy::Leg_Knee | SnapOrtho::Anatomy::Leg_Knee::Osteology | SnapOrtho::Anatomy::Leg_Knee::Osteology::Fibula","","",""
"deck_foot_missing_matching_specialty:167:52a7dce3-8e43-4fee-afa9-b7a29d77b91b","deck_foot_missing_matching_specialty","52a7dce3-8e43-4fee-afa9-b7a29d77b91b","17ea775f-5279-4438-b299-db203f2604f1","ypnOJi!LiY","The best method to assess the integrity of the syndesmosis intraoperatively is {{c1::external rotation stress test}}.","Marty McFlyin's Ortho Deck::3) OrthoBullets::Trauma::Lower Extremity::Ankle::Ankle Fractures","SnapOrtho::Anatomy::Foot_Ankle | SnapOrtho::Anatomy::Foot_Ankle::Joints | SnapOrtho::Anatomy::Foot_Ankle::Joints::Syndesmosis | SnapOrtho::Anatomy::Leg_Knee | SnapOrtho::Anatomy::Leg_Knee::Osteology | SnapOrtho::Anatomy::Leg_Knee::Osteology::Fibula","","",""
"deck_foot_missing_matching_specialty:168:4425d6cd-fc2d-420f-bef0-4b7c68b3a2ae","deck_foot_missing_matching_specialty","4425d6cd-fc2d-420f-bef0-4b7c68b3a2ae","e8f4b951-7c2b-4ce3-a92e-79b03fbcbdc0","o%dc{q;p/G","This is an example of a {{c1::lateral::medial/lateral}} subtalar dislocation , and reduction can be blocked by {{c1::PT…","Marty McFlyin's Ortho Deck::3) OrthoBullets::Trauma::Lower Extremity::Hindfoot::Subtalar Dislocations","SnapOrtho::Specialty::Trauma","","",""
"deck_foot_missing_matching_specialty:169:b6135b47-2dd0-4732-bfa5-e5e92b0dc2b9","deck_foot_missing_matching_specialty","b6135b47-2dd0-4732-bfa5-e5e92b0dc2b9","6dd866f7-dd68-4c41-9e6e-2af2c4634bc0","uCJH?&C?hC","What is the classification for pilon fractures ? {{c1::Ruedi and Allgower Classification}}","Marty McFlyin's Ortho Deck::2) Pocket Pimped::13 Foot & Ankle::13.02 Trauma::Pilon","SnapOrtho::Specialty::Trauma","","",""
"deck_foot_missing_matching_specialty:170:2f386569-fe58-41a2-97d1-bd7bf81f6e2b","deck_foot_missing_matching_specialty","2f386569-fe58-41a2-97d1-bd7bf81f6e2b","5127f67c-bb56-4909-977c-2a91ae2db7c8","JS`!=GDDfx","Name the disorder: History of diabetes Decreased sensation - patient cannot detect fracture/dislocation Red, warm, swol…","Marty McFlyin's Ortho Deck::1) Netter's Concise Orthopaedic Anatomy::10 Foot/Ankle::10.15 Disorders","SnapOrtho::Specialty::Trauma","","",""
"deck_foot_missing_matching_specialty:171:f303ba24-7b33-4a36-9f5c-26b59b29f763","deck_foot_missing_matching_specialty","f303ba24-7b33-4a36-9f5c-26b59b29f763","40ed8250-0e91-4bd6-af97-30cdd66aa255","LwRM01Fc|Y","Adductor Hallucis Origin: -Oblique: {{c1::Base 2-4 MT}} -Transverse: {{c1::Lateral 4 MTP}} Insertion: {{c2::Through lat…","Marty McFlyin's Ortho Deck::1) Netter's Concise Orthopaedic Anatomy::10 Foot/Ankle::10.12 Muscles","SnapOrtho::Anatomy::Hand | SnapOrtho::Anatomy::Hand::Osteology | SnapOrtho::Anatomy::Hand::Osteology::Proximal_Phalanx","","",""
"deck_foot_missing_matching_specialty:172:1d188b29-3d9a-4b31-aae7-5cd3aea3f408","deck_foot_missing_matching_specialty","1d188b29-3d9a-4b31-aae7-5cd3aea3f408","551309e5-5555-4648-87ba-f1763007aa88","p=!*etf+ZZ","Surgical treatment for the following bunionette deformities : Enlarged 5th MT head (type I): {{c1::Lateral condylectomy…","Marty McFlyin's Ortho Deck::3) OrthoBullets::Foot & Ankle::Degenerative Conditions::Lesser Toe Deformities::Bunionette Deformity","SnapOrtho::Specialty::Pediatric_Orthopedics","","",""
"deck_foot_missing_matching_specialty:173:2e40bfdb-fb52-4b63-9592-a0482b16ea24","deck_foot_missing_matching_specialty","2e40bfdb-fb52-4b63-9592-a0482b16ea24","0130a44b-a0c6-4d26-9a15-beb3e1bd5854","Jn+~CfvqY5","What is the most common complication following traumatic injury to the syndesmosis ? {{c1::Posttraumatic tibiofibular s…","Marty McFlyin's Ortho Deck::3) OrthoBullets::Foot & Ankle::F&A Trauma::Ankle Sprains::High Ankle Sprain & Syndesmosis Injury","SnapOrtho::Anatomy::Foot_Ankle | SnapOrtho::Anatomy::Foot_Ankle::Joints | SnapOrtho::Anatomy::Foot_Ankle::Joints::Syndesmosis | SnapOrtho::Specialty::Trauma","","",""
"deck_foot_missing_matching_specialty:174:06660828-cc42-4a5b-9193-a550458d76f5","deck_foot_missing_matching_specialty","06660828-cc42-4a5b-9193-a550458d76f5","9fe40f41-1736-4200-a3ae-898ed36750b4","CR1HK&9&Yp","On physical exam, see the following images when the patient dorsiflexes. Where is the injury located? {{c1::Superior pe…","Marty McFlyin's Ortho Deck::3) OrthoBullets::Foot & Ankle::F&A Trauma::Tendon Injuries::Peroneal Tendon Tears and Instability","SnapOrtho::Anatomy::Foot_Ankle | SnapOrtho::Anatomy::Foot_Ankle::Osteology | SnapOrtho::Anatomy::Foot_Ankle::Osteology::Lateral_Malleolus","","",""
"deck_foot_missing_matching_specialty:175:13f43fe9-c20b-4afb-afb6-fbbfe20a66cc","deck_foot_missing_matching_specialty","13f43fe9-c20b-4afb-afb6-fbbfe20a66cc","1ee50a55-344a-41ed-8cb0-344c70d880b7","d~Lkkxu/vN","What does the preoperative external rotation stress test evaluate ? {{c1::Deltoid ligament integrity}}","Marty McFlyin's Ortho Deck::2) Pocket Pimped::13 Foot & Ankle::13.02 Trauma::Ankle","SnapOrtho::Anatomy::Foot_Ankle | SnapOrtho::Anatomy::Foot_Ankle::Ligaments | SnapOrtho::Anatomy::Foot_Ankle::Ligaments::Deltoid_Ligament","","",""
"deck_foot_missing_matching_specialty:176:90baad61-9139-4aa6-b661-d461799b9bad","deck_foot_missing_matching_specialty","90baad61-9139-4aa6-b661-d461799b9bad","bddd14f2-02b3-411d-8e9e-a3890cdf56ee","fOn!eahBvl","What other joint commonly dislocates with subtalar joint dislocations ? {{c1::Talonavicular joint}}","Marty McFlyin's Ortho Deck::2) Pocket Pimped::13 Foot & Ankle::13.02 Trauma::Subtalar Dislocations","SnapOrtho::Anatomy::Foot_Ankle | SnapOrtho::Anatomy::Foot_Ankle::Joints | SnapOrtho::Anatomy::Foot_Ankle::Joints::Subtalar_Joint | SnapOrtho::Specialty::Trauma","","",""
"deck_foot_missing_matching_specialty:177:55849831-d981-4ae6-9b21-0c233e0a8108","deck_foot_missing_matching_specialty","55849831-d981-4ae6-9b21-0c233e0a8108","bfa9915b-6758-4aaa-b96b-7c4b7018303b","Pn#:OX5c/t","Subluxation or dislocation of the peroneal tendons is secondary to disruption of the {{c1::superior peroneal retinaculu…","Marty McFlyin's Ortho Deck::3) OrthoBullets::Foot & Ankle::F&A Trauma::Tendon Injuries::Peroneal Tendon Tears and Instability","SnapOrtho::Specialty::Trauma","","",""
"deck_foot_missing_matching_specialty:178:3e37ed73-fe39-46a2-a8d9-3d96307fea6e","deck_foot_missing_matching_specialty","3e37ed73-fe39-46a2-a8d9-3d96307fea6e","8d1e0882-032e-4d49-9a4b-81070adf7786","LwRM01Fc|Y","Adductor Hallucis Origin: -Oblique: {{c1::Base 2-4 MT}} -Transverse: {{c1::Lateral 4 MTP}} Insertion: {{c2::Through lat…","Marty McFlyin's Ortho Deck::1) Netter's Concise Orthopaedic Anatomy::10 Foot/Ankle::10.12 Muscles","SnapOrtho::Anatomy::Hand | SnapOrtho::Anatomy::Hand::Osteology | SnapOrtho::Anatomy::Hand::Osteology::Proximal_Phalanx","","",""
"deck_foot_missing_matching_specialty:179:c29c2be2-3ca0-4c83-91df-a1e58c8c733a","deck_foot_missing_matching_specialty","c29c2be2-3ca0-4c83-91df-a1e58c8c733a","ed35c527-13aa-41c7-87f8-e28bc688e932","u*](6j?|Y,","What is a triplane fracture ? {{c1::Complex SH IV injury with fractures in three planes (axial, coronal, sagittal)}}","Marty McFlyin's Ortho Deck::2) Pocket Pimped::14 Pediatrics::14.05 Lower Extremity::Ankle","SnapOrtho::Specialty::Trauma","","",""
"deck_shoulder_missing_matching_specialty:180:635ee20b-8573-4523-ae97-051c992aa46e","deck_shoulder_missing_matching_specialty","635ee20b-8573-4523-ae97-051c992aa46e","a0d05de1-af94-44cb-9007-2bab59810664","kdlk/kK2:k","Which two (2) approaches are most commonly utilized during fixation of scapular body/neck fractures ? {{c1::Straight po…","Marty McFlyin's Ortho Deck::3) OrthoBullets::Trauma::Upper Extremity::Shoulder::Scapula Fractures","SnapOrtho::Specialty::Trauma","","",""
"deck_shoulder_missing_matching_specialty:181:78bc027c-9353-4c57-959f-5fda76b03a1a","deck_shoulder_missing_matching_specialty","78bc027c-9353-4c57-959f-5fda76b03a1a","b52c9dca-c746-4da1-b279-61a0843ab771","c:!?h~7fG!","What percentage of the radial head articulates with the ulna ? {{c1::75%}}","Marty McFlyin's Ortho Deck::3) OrthoBullets::Trauma::Upper Extremity::Elbow::Elbow Dislocation","SnapOrtho::Anatomy::Forearm | SnapOrtho::Anatomy::Forearm::Osteology | SnapOrtho::Anatomy::Forearm::Osteology::Ulna | SnapOrtho::Diagnosis::Radial_Head_Fractures | SnapOrtho::Treatment::Safe_Zone_Principles","","",""
"deck_shoulder_missing_matching_specialty:182:8e71e0d5-aec3-478d-8829-ed008c995534","deck_shoulder_missing_matching_specialty","8e71e0d5-aec3-478d-8829-ed008c995534","cbaaaab8-3b81-4df5-a248-02287f3d2979","OUx~}D:2c[","During surgical treatment of an olecranon fracture with a tension band construct as seen in the figure below, what nerv…","Marty McFlyin's Ortho Deck::3) OrthoBullets::Trauma::Upper Extremity::Elbow::Olecranon Fractures","SnapOrtho::Anatomy::Forearm | SnapOrtho::Anatomy::Forearm::Nerves | SnapOrtho::Anatomy::Forearm::Nerves::Anterior_Interosseous_Nerve | SnapOrtho::Anatomy::Forearm::Osteology | SnapOrtho::Anatomy::Forearm::Osteology::Ulna | SnapOrtho::Anatomy::Hand | SnapOrtho::Anatomy::Hand::Joints | SnapOrtho::Anatomy::Hand::Joints::DIP_Joint | SnapOrtho::Specialty::Hand_Upper_Extremity | SnapOrtho::Specialty::Trauma","","",""
"deck_shoulder_missing_matching_specialty:183:37702c69-02c0-48ea-a600-0d70edb22b23","deck_shoulder_missing_matching_specialty","37702c69-02c0-48ea-a600-0d70edb22b23","e0c4cb14-5572-4102-836b-3ebcea531a78","cyM-JHHwli","What is the most frequently reported complication following operative fixation of olecranon fractures ? {{c1::Symptomat…","Marty McFlyin's Ortho Deck::3) OrthoBullets::Trauma::Upper Extremity::Elbow::Olecranon Fractures","SnapOrtho::Diagnosis::Olecranon_Fractures | SnapOrtho::Specialty::Trauma","","",""
"deck_shoulder_missing_matching_specialty:184:c9353f91-5fe3-4a37-a184-1bcf8d264e5c","deck_shoulder_missing_matching_specialty","c9353f91-5fe3-4a37-a184-1bcf8d264e5c","3502de2a-6b1b-47df-a7b9-75fdbec41cdb","G1nOJIoEOD","Name the eponym : Radial head fracture + DRUJ injury + intraosseous membrane disruption = {{c1::Essex-Lopresti injury}}","Marty McFlyin's Ortho Deck::3) OrthoBullets::Trauma::Upper Extremity::Elbow::Radial Head Fractures","SnapOrtho::Anatomy::Forearm | SnapOrtho::Anatomy::Forearm::Joints | SnapOrtho::Anatomy::Forearm::Joints::Distal_Radioulnar_Joint | SnapOrtho::Specialty::Hand_Upper_Extremity | SnapOrtho::Specialty::Trauma","","",""
"deck_shoulder_missing_matching_specialty:185:c8e68a7f-f84b-4ac5-8323-744e25ee04d9","deck_shoulder_missing_matching_specialty","c8e68a7f-f84b-4ac5-8323-744e25ee04d9","1738ce1b-d604-4c15-a7ee-1af0f7a33e3c","FqzAG+-I)g","Four (4) operative treatments for olecranon fractures : {{c1:: Tension band technique Intramedullary fixation Plate and…","Marty McFlyin's Ortho Deck::3) OrthoBullets::Trauma::Upper Extremity::Elbow::Olecranon Fractures","SnapOrtho::Diagnosis::Olecranon_Fractures | SnapOrtho::Specialty::Trauma","","",""
"deck_shoulder_missing_matching_specialty:186:e73e40b8-0ed0-45d3-84ae-06c0142c7819","deck_shoulder_missing_matching_specialty","e73e40b8-0ed0-45d3-84ae-06c0142c7819","96e66224-f664-4a1f-ad45-f81c6feb6d64","k!{tsW@rLg","Patient suffers a displaced midshaft clavicle fracture and decides to treat it nonoperatively . Nine months later he pr…","Marty McFlyin's Ortho Deck::3) OrthoBullets::Trauma::Upper Extremity::Shoulder::Midshaft Clavicle Fractures","SnapOrtho::Anatomy::Shoulder_Girdle | SnapOrtho::Anatomy::Shoulder_Girdle::Osteology | SnapOrtho::Anatomy::Shoulder_Girdle::Osteology::Clavicle | SnapOrtho::Diagnosis::Clavicle_Fracture | SnapOrtho::Diagnosis::Clavicle_Nonunion | SnapOrtho::Diagnosis::Fracture_Nonunion | SnapOrtho::Specialty::Trauma | SnapOrtho::Treatment::Clavicle_ORIF","","",""
"deck_shoulder_missing_matching_specialty:187:7f3da2d8-c29a-42a8-ba6c-c83c1dc39590","deck_shoulder_missing_matching_specialty","7f3da2d8-c29a-42a8-ba6c-c83c1dc39590","cd1d883b-b21c-4c48-9131-f4ea323ee2b6","vO<]9onx7*","A paralabral cyst on MRI is indicative of what pathology? {{c1::Labral tear}}","Marty McFlyin's Ortho Deck::2) Pocket Pimped::02 Shoulder Girdle::02.03 Sports::Shoulder Instability & Labrum","SnapOrtho::Specialty::Sports_Medicine","","",""
"deck_shoulder_missing_matching_specialty:188:297207e9-1bfb-43f4-a4ee-679e0a5972f6","deck_shoulder_missing_matching_specialty","297207e9-1bfb-43f4-a4ee-679e0a5972f6","f1fda8e0-cf14-4301-b25b-bcc246934d33","lEC(nF#Tu9","What is the most common complication after TEA <10 years after surgery? {{c1::Bushing wear}}","Marty McFlyin's Ortho Deck::5) AAOS Res Study::Shoulder and Elbow","SnapOrtho::Diagnosis::Aseptic_Loosening","","",""
"deck_shoulder_missing_matching_specialty:189:b0e99fbe-7dac-4794-9189-0d18a9b5b3a4","deck_shoulder_missing_matching_specialty","b0e99fbe-7dac-4794-9189-0d18a9b5b3a4","0d9f790b-6853-4f35-8952-e693e50d29f7","O+HBJ!(PZ3","{{c1::Anterior::anterior/posterior}} sternoclavicular dislocations present with a palpable bump , while {{c1::posterior…","Marty McFlyin's Ortho Deck::3) OrthoBullets::Trauma::Upper Extremity::Shoulder::Sternoclavicular Dislocation","SnapOrtho::Specialty::Trauma","","",""
"deck_shoulder_missing_matching_specialty:190:aee95da9-72dd-4475-ae11-09232166a57f","deck_shoulder_missing_matching_specialty","aee95da9-72dd-4475-ae11-09232166a57f","29db4ce9-b5f6-4576-abb8-aa846b0173c2","bKX3@rM#9l","What nerve is at risk with arthroscopic SLAP repair ? {{c1::Suprascapular nerve}}","Marty McFlyin's Ortho Deck::2) Pocket Pimped::02 Shoulder Girdle::02.03 Sports::Shoulder Instability & Labrum","SnapOrtho::Diagnosis::Slap_Tear | SnapOrtho::Specialty::Sports_Medicine","","",""
"deck_shoulder_missing_matching_specialty:191:de3248b6-1f72-4c03-bb5e-526f17f55e0c","deck_shoulder_missing_matching_specialty","de3248b6-1f72-4c03-bb5e-526f17f55e0c","15f34843-f75d-4552-b7e0-3524293043cc","nzgor=3h~n","What complications (2) can occur following ORIF of a radial neck fracture with extensive dissection ? {{c1:: Radioulnar…","Marty McFlyin's Ortho Deck::2) Pocket Pimped::14 Pediatrics::14.03 Upper Extremity::Elbow","SnapOrtho::Diagnosis::Avascular_Necrosis | SnapOrtho::Specialty::Trauma","","",""
"deck_shoulder_missing_matching_specialty:192:4b088fb1-f579-4eb9-a3a2-a24bb938c2bf","deck_shoulder_missing_matching_specialty","4b088fb1-f579-4eb9-a3a2-a24bb938c2bf","7e5d34ee-d8d6-4dcd-b147-6e772a050168","kcSwqs[K]3","Ulnar collateral ligament (UCL) reconstruction using a {{c1::flexor-pronator muscle-splitting}} approach and a {{c1::do…","Marty McFlyin's Ortho Deck::3) OrthoBullets::Shoulder & Elbow::Elbow::Instability and Throwing Injuries::Medial Ulnar Collateral Ligament Injury","SnapOrtho::Anatomy::Elbow | SnapOrtho::Anatomy::Elbow::Ligaments | SnapOrtho::Anatomy::Elbow::Ligaments::Ulnar_Collateral_Ligament | SnapOrtho::Anatomy::Elbow::Nerves | SnapOrtho::Anatomy::Elbow::Nerves::Ulnar_Nerve | SnapOrtho::Diagnosis::UCL_Injury | SnapOrtho::Treatment::UCL_Injury_Reconstruction","","",""
"deck_shoulder_missing_matching_specialty:193:27c82bc6-5cef-44e6-8d66-ba2654080d45","deck_shoulder_missing_matching_specialty","27c82bc6-5cef-44e6-8d66-ba2654080d45","61836096-9e47-4d43-9d78-889bd7be2ecd","KJ+Oeflo40","What is the only absolute indication for operative management of a scapula fracture ? {{c1::Open fracture}}","Marty McFlyin's Ortho Deck::3) OrthoBullets::Trauma::Upper Extremity::Shoulder::Scapula Fractures","SnapOrtho::Diagnosis::Open_Fracture | SnapOrtho::Specialty::Trauma","","",""
"deck_shoulder_missing_matching_specialty:194:01648cf0-d68f-4aa9-b263-78bbe8de41e6","deck_shoulder_missing_matching_specialty","01648cf0-d68f-4aa9-b263-78bbe8de41e6","5a2ca97d-4e71-4a21-a64f-e91b25356c28","ftzqY%qfD{","In the context of a midshaft clavicle fracture , the medial fragment is pulled posterosuperiorly by the {{c1::sternocle…","Marty McFlyin's Ortho Deck::3) OrthoBullets::Trauma::Upper Extremity::Shoulder::Midshaft Clavicle Fractures","SnapOrtho::Anatomy::Shoulder_Girdle | SnapOrtho::Anatomy::Shoulder_Girdle::Osteology | SnapOrtho::Anatomy::Shoulder_Girdle::Osteology::Clavicle | SnapOrtho::Diagnosis::Clavicle_Fracture | SnapOrtho::Specialty::Trauma","","",""
"deck_shoulder_missing_matching_specialty:195:a161b3a7-681e-4b7f-99bc-eb2fa13a7cc8","deck_shoulder_missing_matching_specialty","a161b3a7-681e-4b7f-99bc-eb2fa13a7cc8","be70f54d-1ffa-4536-87ef-c95e72b7d025","mG1_)PFxQD","What is the primary method of nonoperative management for scapula fractures ? {{c1::Sling for 2-3 weeks, followed by ea…","Marty McFlyin's Ortho Deck::3) OrthoBullets::Trauma::Upper Extremity::Shoulder::Scapula Fractures","SnapOrtho::Diagnosis::Scapula_Fractures | SnapOrtho::Specialty::Trauma","","",""
"deck_shoulder_missing_matching_specialty:196:5c1a524f-0cdf-452c-9dea-ffe6c0529a06","deck_shoulder_missing_matching_specialty","5c1a524f-0cdf-452c-9dea-ffe6c0529a06","57c89ce6-c3f6-4bea-89db-2d27668fc79b","exa;+J/C-G","When treating an olecranon fracture with a {{c2::tension-band construct}}, the construct converts {{c1::distraction}} f…","Marty McFlyin's Ortho Deck::3) OrthoBullets::Trauma::Upper Extremity::Elbow::Olecranon Fractures","SnapOrtho::Anatomy::Leg_Knee | SnapOrtho::Anatomy::Leg_Knee::Osteology | SnapOrtho::Anatomy::Leg_Knee::Osteology::Patella | SnapOrtho::Specialty::Trauma | SnapOrtho::Treatment::Patella_ORIF","","",""
"deck_shoulder_missing_matching_specialty:197:6fa8b18f-f4c6-4d55-9a6b-582edf3b943e","deck_shoulder_missing_matching_specialty","6fa8b18f-f4c6-4d55-9a6b-582edf3b943e","bec0a236-743a-4832-8b7e-735e33ad72ff","FU0MYUJz}F","Which ligament provides anterior and posterior stability to the clavicle ? {{c1::Acromioclavicular (AC)}}","Marty McFlyin's Ortho Deck::2) Pocket Pimped::02 Shoulder Girdle::02.01 General Anatomy","SnapOrtho::Anatomy::Shoulder_Girdle | SnapOrtho::Anatomy::Shoulder_Girdle::Osteology | SnapOrtho::Anatomy::Shoulder_Girdle::Osteology::Clavicle","","",""
"deck_shoulder_missing_matching_specialty:198:35f1df34-5860-4f60-903e-d5d80a1f6a8e","deck_shoulder_missing_matching_specialty","35f1df34-5860-4f60-903e-d5d80a1f6a8e","01f90c6a-3628-400f-afc6-b1182dca2964","QL|V_Ezm@J","Which two (2) structures are typically injured in posteromedial rotatory instabiliy ? {{c1::LCL Coronoid anteromedial f…","Marty McFlyin's Ortho Deck::3) OrthoBullets::Trauma::Upper Extremity::Elbow::Coronoid Fractures","SnapOrtho::Specialty::Trauma","","",""
"deck_shoulder_missing_matching_specialty:199:c3dbe97f-a0b3-4ffa-9edf-d6c40d222067","deck_shoulder_missing_matching_specialty","c3dbe97f-a0b3-4ffa-9edf-d6c40d222067","ed1c9721-4530-4d59-9b16-6a7c45b12f42","x`rJOEV,{V","Which pathology is demonstrated by the MRI cuts shown below? {{c1::Quadrilateral space syndrome}}","Marty McFlyin's Ortho Deck::3) OrthoBullets::Shoulder & Elbow::Shoulder::Neurovascular Disorders::Quadrilateral Space Syndrome","SnapOrtho::Anatomy::Shoulder_Girdle | SnapOrtho::Anatomy::Shoulder_Girdle::Muscles | SnapOrtho::Anatomy::Shoulder_Girdle::Muscles::Teres_Minor","","",""
"deck_shoulder_missing_matching_specialty:200:07733162-5149-4573-8fca-436352884486","deck_shoulder_missing_matching_specialty","07733162-5149-4573-8fca-436352884486","39b85287-9ae2-4d4e-a775-67cb11c5b765","nCPX,KW?Al","What are three (3) possible complications of fixation after inter-articular glenoid fractures ? {{c1:: Post-traumatic a…","Marty McFlyin's Ortho Deck::3) OrthoBullets::Trauma::Upper Extremity::Shoulder::Scapula Fractures","SnapOrtho::Anatomy::Shoulder_Girdle | SnapOrtho::Anatomy::Shoulder_Girdle::Muscles | SnapOrtho::Anatomy::Shoulder_Girdle::Muscles::Subscapularis | SnapOrtho::Anatomy::Shoulder_Girdle::Osteology | SnapOrtho::Anatomy::Shoulder_Girdle::Osteology::Glenoid | SnapOrtho::Diagnosis::Post_Traumatic_Arthritis","","",""
